time,barometric_pressure,humidity,temperature,irradiance
60603,30.28,93,51,162.26
60302,30.29,93,51,187.48
60005,30.29,93,51,213.46
59706,30.29,94,51,247.31
59408,30.28,94,50,280.47
59105,30.29,96,50,280.19
58801,30.28,96,50,285.41
58501,30.28,96,50,158.35
58201,30.28,95,50,133.54
57902,30.28,95,50,222.91
57602,30.28,95,50,216.32
57301,30.28,96,50,190.15
57004,30.28,95,50,297.93
56702,30.28,95,51,303.46
56402,30.28,95,51,208.07
56102,30.28,94,51,213.6
55804,30.28,94,51,470.47
55502,30.28,94,51,319.6
55202,30.28,93,51,744.41
54902,30.28,94,51,288.99
54602,30.28,96,50,447.2
54302,30.28,96,50,307.26
54002,30.28,96,50,231.52
53703,30.28,95,50,284.53
53401,30.28,96,51,266.17
53109,30.28,96,50,216.29
52802,30.28,95,50,233.65
52501,30.28,96,51,527.93
52202,30.28,95,51,286.22
51901,30.28,94,51,312.64
51601,30.28,94,52,479.45
51305,30.28,94,52,383.61
51005,30.28,92,52,679.35
50704,30.28,92,52,682.72
50401,30.28,93,52,958.67
50102,30.28,91,52,317.02
49801,30.28,91,52,1043.97
49505,30.28,92,52,474.23
49202,30.28,91,52,916.04
48902,30.28,90,51,950.18
48601,30.28,91,52,480.41
48303,30.29,89,52,916.62
48002,30.28,89,52,626.55
47704,30.29,89,53,825.88
47410,30.29,88,52,825.51
47102,30.29,88,53,837.38
46802,30.29,90,53,837.48
46502,30.29,89,53,841.12
46201,30.29,88,53,845.77
45901,30.29,87,53,846.09
45601,30.3,88,53,850.48
45302,30.29,86,52,853.48
45005,30.3,86,52,853.38
44702,30.3,85,52,855.26
44404,30.3,87,52,852.42
44102,30.3,88,52,853.28
43802,30.3,88,52,853.16
43501,30.3,86,52,852.35
43201,30.31,87,52,848.95
42902,30.3,89,52,846.85
42601,30.3,89,51,845.83
42302,30.31,88,51,843.1
42024,30.31,89,51,841.26
41701,30.31,87,51,834.88
41401,30.31,86,51,829.98
41101,30.31,85,51,823.98
40803,30.32,84,51,819.03
40501,30.32,87,51,816.77
40201,30.32,86,51,809.87
39914,30.33,85,50,801.81
39602,30.32,87,50,795.69
39322,30.32,86,50,787.15
39001,30.33,87,50,779.16
38718,30.32,84,50,772.15
38402,30.33,85,50,763.72
38102,30.32,84,50,754.81
37802,30.32,81,50,744.62
37501,30.32,80,50,733.65
37202,30.33,79,50,723.93
36902,30.33,81,50,711.35
36601,30.33,81,49,698.56
36304,30.33,82,49,685.93
36007,30.33,84,49,671.35
35702,30.33,82,48,658.63
35405,30.33,84,49,644.29
35102,30.33,82,49,630.6
34802,30.33,82,49,616.3
34501,30.33,85,48,601.22
34213,30.33,84,48,586.46
33902,30.32,83,48,570.51
33603,30.33,80,48,555.35
33301,30.32,81,48,538.14
33002,30.32,82,48,520.84
32705,30.32,81,47,508.04
32405,30.32,79,47,490.91
32102,30.32,78,47,471.12
31802,30.32,78,46,452.24
31503,30.32,78,46,436.24
31204,30.32,78,46,418.62
30903,30.32,78,45,399.24
30602,30.32,79,45,379.47
30305,30.32,79,45,361.72
30001,30.32,79,44,339.31
29701,30.31,77,44,317.43
29402,30.31,74,45,291.79
29102,30.31,72,45,266.33
28802,30.31,73,44,239.34
28501,30.31,74,43,25.47
28202,30.31,75,43,21.96
27902,30.31,74,43,21.4
27602,30.3,76,43,20.71
27304,30.31,77,42,20
27001,30.3,76,42,19.15
26718,30.3,75,42,18.31
26402,30.3,77,42,17.21
26101,30.3,77,42,15.97
25801,30.3,77,41,14.62
25502,30.3,79,41,13.06
25209,30.3,82,40,11.26
24902,30.3,82,40,9.23
24601,30.3,82,40,7.21
24304,30.3,80,41,4.89
24007,30.3,80,41,3.1
23702,30.29,80,41,1.8
23402,30.29,83,40,1.3
23102,30.29,85,40,1.28
22802,30.29,85,40,1.31
22501,30.29,85,40,1.31
22201,30.29,84,41,1.29
21902,30.29,83,41,1.32
21602,30.29,84,41,1.32
21301,30.29,85,41,1.27
21002,30.29,77,43,1.28
20702,30.28,73,44,1.28
20402,30.28,72,43,1.33
20101,30.28,73,43,1.32
19801,30.28,74,43,1.31
19502,30.28,74,43,1.31
19202,30.28,74,43,1.3
18901,30.28,75,42,1.31
18604,30.28,75,43,1.3
18302,30.27,74,43,1.31
18002,30.27,74,43,1.3
17702,30.28,73,43,1.33
17405,30.28,77,42,1.32
17104,30.28,77,42,1.27
16802,30.28,77,42,1.32
16502,30.28,75,43,1.29
16202,30.28,73,44,1.3
15909,30.28,72,44,1.3
15603,30.28,73,43,1.29
15305,30.28,74,43,1.3
15004,30.28,75,43,1.31
14701,30.28,74,43,1.29
14401,30.28,74,43,1.29
14102,30.28,74,44,1.3
13801,30.28,71,44,1.32
13501,30.28,70,44,1.32
13204,30.28,71,44,1.31
12902,30.28,71,44,1.3
12605,30.28,73,44,1.31
12310,30.28,74,43,1.32
12001,30.28,74,43,1.3
11702,30.28,73,43,1.31
11404,30.29,74,43,1.3
11101,30.29,73,44,1.34
10802,30.29,71,44,1.3
10502,30.29,69,44,1.32
10202,30.29,70,44,1.33
9901,30.29,71,43,1.29
9602,30.29,75,43,1.31
9302,30.29,77,43,1.34
9001,30.3,77,43,1.33
8702,30.3,79,42,1.31
8402,30.3,83,42,1.3
8101,30.3,89,42,1.29
7803,30.3,91,43,1.28
7502,30.31,91,43,1.29
7202,30.31,93,43,1.33
6901,30.31,95,43,1.35
6604,30.31,96,43,1.29
6302,30.31,97,43,1.33
6002,30.31,98,43,1.29
5708,30.31,99,43,1.31
5402,30.32,99,43,1.34
5102,30.32,99,43,1.3
4804,30.32,99,43,1.34
4502,30.32,99,43,1.29
4202,30.32,99,43,1.29
3905,30.32,99,43,1.3
3602,30.32,99,43,1.31
3301,30.32,99,43,1.31
3002,30.32,99,43,1.29
2709,30.32,99,43,1.3
2404,30.32,99,43,1.31
2102,30.32,99,43,1.3
1813,30.32,99,43,1.32
1508,30.32,99,43,1.29
1205,30.32,99,43,1.32
905,30.32,99,43,1.33
606,30.32,99,44,1.31
302,30.32,99,43,1.31
2,30.33,99,43,1.32
86107,30.33,98,43,1.3
85802,30.33,98,43,1.3
85505,30.33,97,43,1.33
85204,30.33,97,43,1.29
84902,30.33,97,44,1.33
84603,30.33,97,44,1.3
84302,30.33,97,44,1.31
84002,30.33,97,44,1.29
83704,30.33,97,44,1.3
83402,30.33,98,44,1.3
83102,30.34,98,44,1.28
82802,30.34,99,45,1.32
82501,30.34,99,45,1.31
82201,30.34,99,45,1.31
81902,30.35,99,45,1.31
81602,30.35,99,45,1.32
81301,30.35,99,45,1.3
81002,30.35,100,45,1.29
80702,30.35,100,44,1.28
80401,30.35,101,45,1.3
80107,30.35,101,45,1.33
79802,30.35,101,45,1.25
79505,30.35,101,45,1.26
79201,30.35,101,45,1.29
78901,30.35,101,45,1.28
78603,30.34,102,45,1.3
78302,30.34,102,45,1.31
78005,30.34,102,46,1.31
77702,30.34,102,46,1.31
77401,30.34,102,46,1.32
77101,30.34,102,46,1.33
76801,30.34,102,46,1.32
76505,30.35,102,46,1.34
76202,30.35,102,46,1.28
75904,30.35,102,46,1.32
75601,30.34,102,46,1.33
75302,30.35,102,46,1.34
75006,30.35,102,46,1.31
74702,30.35,102,46,1.31
74402,30.35,102,46,1.31
74102,30.35,102,47,1.34
73801,30.34,102,47,1.29
73503,30.34,102,47,1.31
73204,30.34,102,47,1.34
72901,30.34,102,48,1.31
72602,30.34,102,48,1.33
72301,30.34,102,48,1.31
72005,30.34,102,48,1.34
71706,30.34,102,48,1.31
71407,30.34,102,48,1.34
71101,30.34,102,48,1.33
70802,30.34,102,48,1.32
70502,30.34,102,48,1.29
70207,30.34,102,48,1.3
69905,30.34,102,48,1.33
69602,30.34,102,48,1.32
69301,30.34,102,48,1.3
69001,30.34,102,48,1.33
68702,30.33,102,48,1.32
68402,30.33,102,48,1.33
68101,30.34,102,48,1.34
67801,30.33,102,48,1.34
67503,30.33,102,48,1.32
67201,30.33,102,48,1.31
66905,30.33,102,48,1.29
66603,30.33,102,48,1.3
66305,30.32,101,48,1.32
66005,30.32,101,48,1.35
65701,30.31,101,49,1.32
65407,30.31,101,49,1.31
65102,30.32,101,49,1.34
64802,30.32,101,49,1.58
64507,30.32,101,49,2.57
64201,30.32,101,49,4.18
63908,30.32,101,49,5.6
63602,30.32,101,49,8.1
63303,30.32,101,49,10.33
63002,30.32,101,49,15.4
62701,30.31,102,49,22.27
62404,30.31,102,49,25.26
62103,30.31,102,49,37.64
61802,30.31,102,49,52.19
61501,30.31,102,50,63.37
61203,30.31,102,50,121.9
60902,30.31,102,50,204.31
60601,30.31,102,50,112.23
60302,30.31,102,51,65.81
60005,30.31,102,51,147.7
59701,30.3,102,50,96.34
59402,30.3,102,50,61.83
59102,30.31,102,50,81.53
58801,30.31,102,51,50.9
58502,30.31,102,51,79.5
58201,30.31,102,51,180.38
57901,30.31,102,51,174.5
57602,30.31,102,51,146.94
57308,30.31,102,51,166.02
57001,30.31,102,50,107.99
56702,30.31,102,51,96.52
56401,30.31,102,51,100.89
56105,30.31,102,51,133.81
55803,30.31,102,51,113.82
55505,30.31,102,51,214.56
55201,30.31,102,51,149.38
54902,30.31,102,51,152.78
54601,30.31,102,51,239.6
54301,30.31,102,51,171.59
54002,30.31,102,51,66.15
53702,30.31,102,51,16.9
53401,30.31,102,50,13.9
53101,30.31,102,51,11.35
52808,30.31,102,51,10.02
52502,30.31,102,51,12.29
52201,30.31,102,51,9.09
51902,30.31,102,51,14.08
51620,30.3,102,51,34.3
51307,30.3,102,51,67.37
51001,30.3,102,52,92.15
50702,30.31,102,52,82.08
50402,30.31,102,52,100.87
50102,30.31,102,52,113.35
49802,30.31,102,52,182.9
49504,30.32,102,52,117.8
49208,30.32,102,52,136.94
48901,30.32,102,52,191.48
48603,30.32,101,52,283.09
48302,30.32,102,53,261.85
48005,30.33,102,53,188.52
47701,30.33,102,52,146.17
47401,30.33,102,52,193.17
47111,30.33,101,52,530.41
46808,30.33,101,51,179.6
46502,30.33,101,51,118.35
46204,30.34,101,51,134.67
45901,30.34,101,51,135.61
45602,30.34,101,51,204.67
45302,30.35,101,51,181.66
45002,30.35,101,51,161.72
44702,30.35,101,51,155.57
44407,30.35,100,51,153.92
44107,30.35,100,51,179.78
43802,30.36,100,51,160.91
43502,30.36,100,52,149.36
43202,30.36,99,52,133.78
42901,30.36,99,52,76.22
42601,30.36,98,53,70.73
42303,30.36,97,53,116.21
42002,30.37,96,54,136.51
41702,30.37,94,54,208.27
41401,30.37,94,54,165.42
41101,30.37,93,54,228.24
40802,30.37,92,54,276.5
40502,30.37,94,55,311.14
40202,30.37,92,55,507.45
39903,30.37,92,55,508.8
39611,30.38,91,54,405.33
39302,30.37,92,54,737.24
39007,30.37,92,54,682.76
38702,30.38,91,54,253.89
38402,30.38,92,54,245.57
38113,30.38,91,54,312.2
37801,30.38,91,54,511.61
37504,30.38,91,54,338.03
37202,30.38,90,54,358.09
36902,30.38,92,54,366.16
36602,30.39,95,54,328.55
36302,30.39,95,53,399.78
36002,30.39,97,52,387.13
35701,30.4,99,52,433.94
35403,30.39,100,51,616.39
35102,30.39,100,50,536.4
34801,30.39,100,50,365.22
34502,30.4,100,50,263.6
34202,30.4,100,50,297.12
33906,30.4,99,49,89.03
33602,30.39,99,49,48.78
33305,30.39,99,49,55.95
33001,30.39,99,49,59.46
32713,30.39,99,49,90.41
32402,30.39,99,49,102.43
32102,30.39,99,49,125.31
31801,30.39,99,49,139.47
31501,30.39,99,49,144.79
31203,30.38,99,49,137.98
30903,30.38,98,49,94.19
30602,30.38,97,49,130.31
30303,30.38,96,49,106.33
30002,30.38,96,49,114.61
29702,30.38,96,49,68.18
29401,30.38,96,49,60.3
29152,30.38,96,49,70.66
28850,30.37,96,49,87.27
28540,30.37,95,49,72.4
28240,30.37,96,48,49.94
27942,30.37,96,48,51.82
27633,30.37,97,47,54.93
27334,30.37,97,47,55.55
27034,30.37,97,47,51.39
26733,30.37,97,47,45.2
26423,30.36,96,47,39.86
26124,30.36,96,47,29.33
25834,30.36,96,47,17.65
25537,30.36,95,47,8.81
25234,30.36,95,47,5.22
24934,30.36,95,47,4.08
24634,30.36,94,48,4.9
24360,30.36,93,48,6.62
24024,30.36,93,48,5.57
23734,30.36,93,48,1.32
23433,30.36,93,49,1.3
23133,30.36,94,48,1.34
22834,30.36,94,48,1.33
22535,30.36,93,47,1.26
22236,30.36,94,47,1.29
21924,30.35,94,48,1.27
21627,30.35,94,48,1.31
21336,30.36,94,48,1.34
21024,30.36,94,48,1.3
20734,30.35,95,48,1.25
20423,30.35,95,48,1.32
20133,30.35,96,48,1.31
19834,30.35,96,48,1.33
19535,30.35,95,48,1.31
19223,30.35,95,49,1.28
18923,30.35,94,49,1.3
18634,30.36,92,49,1.31
18324,30.35,92,49,1.32
18034,30.36,92,49,1.34
17733,30.36,92,49,1.32
17424,30.36,94,49,1.3
17124,30.36,93,48,1.3
16834,30.35,94,48,1.34
16534,30.35,96,48,1.3
16234,30.35,98,48,1.32
15934,30.35,99,47,1.3
15633,30.36,99,48,1.31
15334,30.36,98,48,1.28
15024,30.36,98,48,1.29
14734,30.35,97,48,1.28
14436,30.35,96,48,1.28
14134,30.35,95,48,1.29
13834,30.35,95,47,1.34
13533,30.34,96,47,1.29
13233,30.35,96,48,1.29
12923,30.35,96,48,1.31
12624,30.36,97,48,1.28
12336,30.36,97,48,1.28
12042,30.36,98,48,1.3
11733,30.36,98,49,1.28
11434,30.36,98,49,1.29
11134,30.36,98,49,1.28
10833,30.36,98,49,1.3
10523,30.36,98,49,1.3
10224,30.36,98,48,1.29
9933,30.36,97,48,1.25
9633,30.36,96,48,1.31
9334,30.36,95,48,1.27
9034,30.36,95,48,1.3
8734,30.36,95,48,1.31
8423,30.36,94,48,1.3
8134,30.36,95,48,1.32
7833,30.36,96,48,1.3
7533,30.36,97,48,1.31
7234,30.37,97,47,1.3
6933,30.37,97,47,1.28
6623,30.37,97,47,1.28
6323,30.36,97,47,1.31
6036,30.36,97,47,1.29
5737,30.37,97,47,1.33
5433,30.36,97,47,1.31
5134,30.37,97,47,1.29
4836,30.37,97,46,1.29
4523,30.37,97,46,1.3
4224,30.37,97,46,1.29
3927,30.37,97,46,1.28
3636,30.38,97,46,1.29
3334,30.38,98,46,1.29
3034,30.38,98,46,1.27
2736,30.38,98,46,1.3
2423,30.38,98,46,1.28
2124,30.38,98,46,1.3
1834,30.38,98,46,1.3
1534,30.38,98,46,1.3
1234,30.37,98,46,1.29
936,30.37,98,46,1.28
634,30.37,98,46,1.29
323,30.37,98,46,1.29
23,30.38,98,46,1.28
86135,30.38,97,46,1.26
85833,30.38,97,46,1.28
85536,30.38,97,47,1.3
85233,30.38,97,47,1.28
84924,30.39,98,48,1.27
84623,30.39,98,48,1.27
84339,30.39,97,48,1.31
84034,30.39,98,49,1.29
83727,30.39,97,49,1.3
83424,30.39,95,49,1.29
83124,30.39,93,49,1.31
82833,30.39,91,49,1.29
82533,30.39,92,49,1.28
82243,30.39,90,49,1.29
81934,30.39,89,49,1.3
81633,30.39,89,48,1.32
81333,30.39,89,48,1.32
81034,30.39,89,49,1.29
80737,30.39,89,49,1.32
80433,30.39,90,49,1.31
80123,30.39,92,48,1.28
79824,30.39,97,47,1.3
79534,30.4,100,47,1.28
79226,30.4,101,47,1.26
78933,30.4,102,48,1.25
78633,30.4,102,47,1.27
78334,30.4,102,47,1.31
78034,30.4,101,46,1.29
77734,30.4,101,46,1.29
77426,30.4,101,46,1.26
77123,30.4,101,47,1.26
76834,30.4,101,47,1.29
76534,30.39,102,47,1.28
76233,30.39,102,48,1.28
75936,30.4,102,48,1.29
75634,30.4,102,48,1.29
75325,30.4,102,48,1.28
75023,30.4,102,48,1.27
74739,30.4,102,48,1.3
74433,30.4,101,48,1.32
74123,30.39,101,48,1.3
73837,30.39,101,48,1.28
73534,30.39,101,49,1.31
73233,30.39,101,49,1.33
72924,30.39,102,49,1.3
72634,30.39,101,49,1.29
72333,30.39,101,49,1.29
72033,30.39,101,49,1.27
71734,30.39,101,49,1.28
71433,30.39,101,49,1.28
71126,30.39,101,49,1.31
70824,30.39,101,49,1.26
70534,30.39,101,49,1.27
70223,30.39,100,49,1.3
69936,30.39,100,49,1.27
69624,30.38,100,50,1.28
69335,30.38,101,50,1.27
69034,30.38,101,49,1.32
68734,30.38,101,49,1.26
68445,30.38,101,49,1.29
68137,30.38,101,50,1.27
67834,30.38,102,50,1.28
67524,30.38,102,50,1.33
67236,30.38,102,50,1.3
66933,30.38,102,51,1.31
66636,30.38,101,51,1.31
66333,30.38,102,51,1.32
66034,30.39,101,51,1.31
65735,30.39,102,51,1.3
65426,30.38,102,51,1.3
65133,30.38,102,51,1.3
64823,30.38,102,51,1.31
64537,30.38,102,51,1.62
64224,30.38,102,51,2.34
63923,30.37,102,51,3.18
63631,30.37,102,51,4.06
63334,30.37,102,52,6.45
63033,30.38,102,52,9.77
62737,30.37,102,52,14.4
62424,30.37,102,52,17.11
62134,30.37,101,52,10.27
61833,30.37,101,52,27.14
61543,30.36,101,52,18.56
61236,30.36,101,52,20.14
60924,30.36,101,52,27.04
60655,30.36,101,52,32.2
60333,30.36,101,52,50.88
60033,30.36,101,52,78.87
59723,30.36,101,53,73.86
59433,30.36,101,53,60.77
59134,30.36,101,53,101.38
58833,30.36,101,53,102.3
58523,30.36,101,53,92.1
58233,30.36,101,53,139.83
57934,30.36,101,53,226.04
57634,30.36,101,53,126.75
57324,30.36,100,53,100.12
57023,30.36,100,53,83.41
56733,30.36,101,53,86.39
56434,30.36,100,53,120.43
56134,30.36,101,54,92.59
55834,30.36,100,54,109.81
55523,30.36,100,54,131.15
55233,30.36,101,54,237.1
54934,30.36,101,54,412.94
54634,30.36,101,54,265.9
54336,30.36,101,54,241.43
54038,30.36,101,53,166.44
53734,30.35,101,53,203.33
53423,30.35,101,54,172.72
53124,30.36,101,53,174.72
52833,30.36,101,54,212.44
52534,30.36,101,53,187.04
52236,30.36,100,54,170.37
51934,30.36,100,53,132.99
51637,30.36,100,54,200.61
51324,30.36,100,54,146.84
51023,30.36,99,54,186.45
50733,30.36,99,54,205.32
50427,30.36,100,54,217.59
50133,30.36,100,54,187.06
49833,30.36,100,54,373.89
49534,30.37,99,54,454.56
49223,30.37,100,54,163.36
48924,30.37,100,54,279.01
48636,30.37,101,54,239.06
48323,30.37,101,54,525.95
48083,30.37,101,53,271.29
47765,30.37,101,53,311.5
47465,30.38,100,53,214.78
47165,30.38,100,53,134.4
46866,30.38,100,53,177.57
46566,30.39,100,53,205.57
46265,30.39,100,53,187.84
45965,30.39,100,54,170.71
45658,30.39,100,53,167.94
45355,30.39,100,53,138.09
45056,30.39,100,53,214.15
44768,30.39,100,53,89.79
44465,30.39,99,53,147.07
44165,30.4,99,54,101.5
43867,30.4,98,54,170.63
43566,30.4,97,54,290.33
43265,30.4,98,54,309.53
42958,30.41,98,54,175.5
42655,30.41,98,54,382.77
42369,30.41,98,54,332.64
42066,30.41,98,54,586.66
41755,30.41,98,54,334.75
41455,30.42,99,54,271.23
41156,30.41,98,53,325.42
40867,30.42,98,53,462.48
40565,30.42,98,54,200.37
40267,30.42,98,54,570.35
39957,30.42,98,54,302.64
39682,30.42,98,54,327.36
39365,30.42,98,54,587.37
39065,30.43,97,53,800.98
38766,30.43,96,53,438.29
38455,30.43,97,53,850.94
38155,30.43,97,52,1010.05
37855,30.43,98,52,279.14
37566,30.43,99,52,348.33
37266,30.43,99,52,248.81
36965,30.43,99,52,564.15
36655,30.43,98,52,298.14
36356,30.43,99,53,181.45
36055,30.43,99,53,369.87
35766,30.43,98,52,717.22
35466,30.43,99,52,748.62
35155,30.43,99,52,446.83
34871,30.43,98,52,469.9
34568,30.42,98,52,394.5
34268,30.43,99,51,661.01
33967,30.42,99,51,565.75
33666,30.42,99,51,533.23
33355,30.42,98,50,524.71
33055,30.42,98,51,417.95
32765,30.42,97,51,432.44
32466,30.42,97,52,432.17
32166,30.42,96,52,444.31
31869,30.42,96,52,392.96
31555,30.42,99,51,420.49
31255,30.42,98,51,473.54
30955,30.41,98,50,466.21
30656,30.41,96,49,304.87
30367,30.41,98,49,173.84
30065,30.41,99,48,374.14
29766,30.41,99,48,229.57
29468,30.41,99,47,236.74
29156,30.41,99,46,187.32
28857,30.41,99,46,112.66
28555,30.41,99,46,93.54
28268,30.41,99,45,59.17
27956,30.41,99,45,61.69
27665,30.41,99,45,56.93
27368,30.4,99,45,50.41
27065,30.4,99,45,53.55
26766,30.4,98,45,49.58
26465,30.4,98,45,36.11
26156,30.4,98,44,25.29
25858,30.39,98,44,21.65
25555,30.39,98,45,14.64
25256,30.39,98,45,10.82
24965,30.4,98,45,7.13
24656,30.4,98,45,4.43
24366,30.4,98,45,3.18
24066,30.39,98,45,2.09
23766,30.39,98,45,1.32
23458,30.39,97,45,1.29
23166,30.39,98,45,1.27
22865,30.39,98,45,1.29
22555,30.39,97,45,1.25
22266,30.39,98,45,1.3
21965,30.39,98,45,1.28
21666,30.39,98,45,1.26
21367,30.39,99,45,1.28
21055,30.39,99,45,1.3
20756,30.39,99,45,1.28
20466,30.39,99,45,1.24
20165,30.39,99,45,1.29
19856,30.39,100,45,1.28
19567,30.38,100,45,1.28
19265,30.38,100,45,1.27
18965,30.38,100,45,1.25
18656,30.39,100,45,1.28
18355,30.39,100,45,1.28
18055,30.39,99,45,1.29
17756,30.39,99,46,1.29
17466,30.38,99,46,1.26
17155,30.38,99,46,1.28
16865,30.39,99,46,1.27
16566,30.39,99,46,1.27
16269,30.39,98,46,1.27
15965,30.39,98,46,1.27
15668,30.39,98,47,1.28
15358,30.39,98,47,1.28
15071,30.39,98,47,1.28
14766,30.38,98,47,1.29
14455,30.39,98,47,1.24
14165,30.39,98,48,1.25
13865,30.39,97,48,1.29
13565,30.39,98,48,1.27
13256,30.38,98,48,1.29
12965,30.38,98,48,1.31
12665,30.39,99,48,1.28
12359,30.39,99,48,1.29
12066,30.39,98,48,1.28
11768,30.39,98,48,1.29
11456,30.39,98,48,1.31
11155,30.39,98,48,1.27
10855,30.39,99,49,1.3
10559,30.39,100,49,1.33
10265,30.39,100,48,1.29
9956,30.39,101,48,1.29
9668,30.39,101,48,1.3
9365,30.39,101,48,1.29
9066,30.39,101,48,1.28
8756,30.39,101,48,1.28
8456,30.39,101,48,1.27
8166,30.4,101,48,1.27
7855,30.4,101,48,1.32
7568,30.4,101,48,1.27
7265,30.4,101,48,1.29
6966,30.4,101,48,1.31
6655,30.41,102,48,1.27
6356,30.41,102,48,1.28
6066,30.41,102,48,1.28
5766,30.41,102,48,1.28
5450,30.41,102,48,1.29
5149,30.41,102,48,1.28
4852,30.41,102,48,1.28
4549,30.42,102,48,1.28
4250,30.42,102,48,1.28
3940,30.42,102,48,1.27
3642,30.42,102,48,1.29
3352,30.42,102,48,1.26
3043,30.43,102,48,1.29
2750,30.43,102,48,1.25
2450,30.43,102,48,1.3
2150,30.43,102,48,1.3
1839,30.43,102,48,1.27
1549,30.43,102,48,1.28
1250,30.43,102,48,1.28
949,30.43,102,48,1.29
649,30.43,102,48,1.31
351,30.42,102,49,1.26
49,30.43,102,49,1.26
86141,30.43,102,49,1.3
85839,30.43,102,49,1.29
85550,30.43,102,49,1.3
85249,30.43,102,49,1.29
84940,30.43,102,49,1.3
84650,30.43,102,49,1.29
84350,30.43,102,49,1.3
84049,30.43,102,49,1.27
83749,30.43,102,49,1.3
83440,30.43,102,48,1.31
83139,30.43,102,48,1.31
82850,30.43,102,48,1.29
82549,30.43,102,48,1.28
82240,30.43,102,48,1.29
81950,30.42,102,48,1.28
81650,30.42,102,48,1.3
81350,30.42,102,48,1.28
81050,30.42,102,48,1.28
80740,30.42,102,48,1.3
80440,30.42,102,48,1.29
80150,30.43,102,48,1.28
79839,30.43,102,48,1.26
79550,30.43,102,48,1.28
79249,30.42,102,48,1.29
78950,30.43,102,48,1.31
78649,30.43,102,48,1.31
78340,30.42,102,48,1.29
78049,30.43,102,48,1.31
77761,30.43,102,48,1.29
77450,30.43,102,48,1.3
77149,30.42,102,48,1.27
76849,30.42,102,48,1.28
76549,30.42,102,48,1.28
76239,30.42,102,48,1.28
75966,30.43,102,48,1.3
75642,30.43,102,49,1.3
75369,30.43,102,49,1.31
75050,30.42,102,49,1.29
74740,30.42,102,49,1.28
74442,30.42,102,49,1.27
74140,30.42,102,49,1.28
73840,30.42,102,49,1.28
73550,30.42,102,49,1.3
73239,30.42,102,49,1.3
72949,30.42,102,49,1.3
72649,30.42,102,49,1.29
72350,30.42,102,49,1.28
72040,30.42,102,49,1.32
71750,30.42,102,49,1.27
71450,30.41,102,49,1.28
71139,30.41,102,49,1.28
70849,30.41,102,49,1.3
70551,30.41,102,49,1.26
70249,30.41,102,49,1.28
69939,30.41,102,49,1.28
69640,30.41,102,49,1.26
69339,30.4,102,49,1.29
69052,30.4,102,49,1.28
68739,30.4,102,49,1.25
68449,30.4,102,49,1.32
68152,30.4,102,49,1.3
67849,30.4,102,49,1.29
67550,30.4,102,50,1.3
67250,30.4,102,50,1.29
66942,30.4,102,50,1.28
66640,30.4,102,50,1.32
66339,30.39,102,50,1.31
66052,30.39,102,50,1.28
65739,30.39,102,50,1.31
65449,30.39,102,50,1.31
65149,30.39,102,49,1.28
64850,30.39,102,49,1.31
64550,30.39,102,49,1.3
64253,30.39,102,49,1.3
63950,30.39,102,49,1.29
63639,30.39,102,49,1.33
63350,30.39,102,50,2.22
63060,30.38,102,50,3.03
62749,30.38,102,50,3.53
62450,30.38,102,50,4.05
62149,30.38,102,50,4.32
61841,30.38,102,50,5.41
61540,30.38,102,50,6.63
61239,30.38,102,50,9.19
60950,30.38,102,50,12.11
60640,30.37,102,50,14.63
60349,30.37,102,50,17.71
60049,30.37,102,50,21.19
59749,30.37,102,50,20.25
59450,30.37,102,50,16.29
59149,30.37,102,50,23.17
58840,30.37,102,50,32.46
58540,30.36,102,50,45.78
58249,30.36,102,50,45.85
57940,30.36,102,50,39.24
57649,30.36,102,50,40
57349,30.37,102,50,35.2
57040,30.36,101,50,46.51
56743,30.36,101,50,52.56
56440,30.36,101,50,31.61
56140,30.36,101,50,27.45
55849,30.36,101,50,33.31
55549,30.36,101,50,38.13
55249,30.36,101,50,35.39
54949,30.36,101,50,31.29
54653,30.36,101,50,28.77
54350,30.36,101,50,23.38
54042,30.36,101,51,27.22
53740,30.36,101,51,31.75
53453,30.36,101,51,35.05
53139,30.36,101,51,32.32
52850,30.36,101,51,46.43
52549,30.36,101,51,47.57
52250,30.36,101,51,34.86
51950,30.36,101,51,39.11
51639,30.36,100,51,32.9
51340,30.36,100,51,41.37
51049,30.36,100,51,43.17
50740,30.36,100,52,84.41
50449,30.36,100,52,90.83
50152,30.36,100,52,68.63
49850,30.36,99,52,54.51
49549,30.36,99,52,62.87
49240,30.36,99,53,88.55
48940,30.36,99,53,86.02
48649,30.36,99,53,176.86
48350,30.36,99,53,203.38
48049,30.36,98,53,279.41
47749,30.37,98,53,194.45
47449,30.37,98,53,177.55
47149,30.37,98,53,224.85
46840,30.37,97,53,222.55
46540,30.37,95,53,165.56
46239,30.37,93,53,163.96
45950,30.38,92,53,147.82
45639,30.38,92,53,138.22
45350,30.38,93,53,129.77
45052,30.39,94,53,150.61
44750,30.39,94,53,172.61
44450,30.39,95,54,199.1
44150,30.39,95,54,215.21
43841,30.39,93,54,258.1
43540,30.39,94,54,270.28
43249,30.4,92,54,212.69
42939,30.4,90,54,231.44
42649,30.4,89,54,272.18
42352,30.4,91,54,261.82
42050,30.4,88,54,211.76
41750,30.4,86,54,196.08
41440,30.4,87,54,213.9
41140,30.4,88,54,243.21
40839,30.41,87,54,238.48
40549,30.41,88,54,233.95
